"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1238","16747134","LOC100507560","100507560","uncharacterized LOC100507560",0.103130014788108,2.67838631917909,0.315156663859497,0.75798265723745,0.852466772036668,-6.88406418165428
"1239","16747137","KCNA5","3741","potassium voltage-gated channel subfamily A member 5",-0.103510771287875,3.22426487901175,-0.27925974074869,0.784736007421783,0.872223467708671,-6.89541972282575
"1240","16747336","SCARNA10","692148","small Cajal body-specific RNA 10",0.738567387945674,9.91006924894292,3.14366431676905,0.00834598738679865,0.0315431344084636,-3.07202023471931
"1241","16747373","COPS7A","50813","COP9 signalosome subunit 7A",-0.442508902839261,7.25080236086324,-2.96820050613841,0.0115861282088374,0.0400823993765247,-3.39493526720437
"1242","16747417","CD4","920","CD4 molecule",0.546898247779337,4.95951207509202,3.22374316945129,0.00718635569155383,0.0282874569876899,-2.92404422035526
"1243","16747545","LRRC23","10233","leucine rich repeat containing 23",-0.498979384531608,4.94372414437611,-2.37322199965931,0.034933274935487,0.0929858208234242,-4.46068051313443
"1244","16747566","RPL13P5","283345","ribosomal protein L13 pseudogene 5",-0.081855865858941,5.89235967098605,-0.390645609924101,0.70281321753808,0.810136550572189,-6.85579622805689
"1245","16747623","PTPN6","5777","protein tyrosine phosphatase non-receptor type 6",1.1914014941795,4.64000169904923,7.15905684869905,1.06577493577602e-05,0.000375365964879886,3.68086224994808
"1246","16747712","C1RL-AS1","283314","C1RL antisense RNA 1",-0.069518751709972,4.40971715751982,-0.217829072483866,0.831172931775396,0.900562801100297,-6.91170547623183
"1247","16747770","PEX5","5830","peroxisomal biogenesis factor 5",-0.331343127284113,5.6243150436339,-1.44087329639067,0.174857792689818,0.307390936654823,-5.91026135254611
"1248","16747879","FOXJ2","55810","forkhead box J2",-0.313457305447938,7.30621851554151,-1.99822637317642,0.0685456457024397,0.155869662711123,-5.08859880497164
"1249","16747896","CLEC4A","50856","C-type lectin domain family 4 member A",0.439741128505306,5.78128457099103,2.08773812873541,0.058500212663833,0.138262907292711,-4.94308220665953
"1250","16747917","FAM66C","440078","family with sequence similarity 66 member C",-1.09460220686684,4.96600344917009,-3.2814932509609,0.00645208011497509,0.025997971314474,-2.81717931166044
"1251","16747969","CLEC4D","338339","C-type lectin domain family 4 member D",1.75483391975872,3.2804077700583,6.17750876652994,4.46674061680009e-05,0.000872141046247615,2.2221770273279
"1252","16748061","PHC1","1911","polyhomeotic homolog 1",-0.218036821827517,7.628943285887,-1.16997067557124,0.264421715560567,0.417641595868586,-6.24204780773373
"1253","16748126","LOC642846","642846","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like",0.498072778945729,4.65231629539785,1.19910216000406,0.253321373771063,0.405067956115089,-6.208910878203
"1254","16748205","CLEC2D","29121","C-type lectin domain family 2 member D",0.770389965353211,5.68065099939589,2.92942353890276,0.0124570104135437,0.0422728873239389,-3.46596493672622
"1255","16748227","KLRF1","51348","killer cell lectin like receptor F1",0.40632124968489,3.38720282174904,1.08245609200696,0.300037438172618,0.457425010003667,-6.337642304489
"1256","16748275","CLEC9A","283420","C-type lectin domain containing 9A",-0.235408208456276,2.96032106116492,-0.925484155408088,0.372707515701472,0.533017920738032,-6.49350108735081
"1257","16748327","KLRD1","3824","killer cell lectin like receptor D1",0.802017825884023,3.50738470624822,3.82738224714357,0.0023497667326696,0.0125907696261938,-1.80728365678368
"1258","16748358","LINC02446","101060038","long intergenic non-protein coding RNA 2446",0.0273755078829714,4.26893862272091,0.0897882566768086,0.929916696582018,0.95966936378759,-6.93277248732554
"1259","16748375","PRH2","5555","proline rich protein HaeIII subfamily 2",0.565442967440494,4.23932818942248,1.41040545455924,0.183471943143607,0.319123813345211,-5.9501048154887
"1260","16748396","LINC01252","338817","long intergenic non-protein coding RNA 1252",0.375838665031235,4.72004702364112,1.53788791133287,0.149667846128478,0.27609375197856,-5.77946675249694
"1261","16748529","GPRC5A","9052","G protein-coupled receptor class C group 5 member A",0.254862165289206,4.22265529338054,1.10516647187545,0.290463740686462,0.446867293363788,-6.3134150179721
"1262","16748565","FAM234B","57613","family with sequence similarity 234 member B",-0.982706021059145,4.01027247141444,-6.2416802586592,4.0512553313641e-05,0.000830444239264042,2.32173531083567
"1263","16748885","LOC102724227","102724227","uncharacterized LOC102724227",-0.1879528853336,1.71902516926013,-0.771607688653463,0.455072992061393,0.609233018873645,-6.62554713461679
"1264","16749010","SLCO1C1","53919","solute carrier organic anion transporter family member 1C1",-1.01681719597891,3.29202308143941,-3.00802045324111,0.0107549488249959,0.0378031855066629,-3.32185339951571
"1265","16749139","SPX","80763","spexin hormone",-0.336517265220821,3.31084391902316,-1.06877558239808,0.305917927334505,0.463704206832768,-6.35203683856656
"1266","16749162","CMAS","55907","cytidine monophosphate N-acetylneuraminic acid synthetase",-0.612724704984826,8.13821185632183,-3.75398155825247,0.00268826195198526,0.0137720549768104,-1.94258497645426
"1267","16749227","MIR920","100126320","microRNA 920",-0.345277738109247,1.94209447380936,-1.26739767778764,0.228734426995395,0.376059739775719,-6.12873817128006
"1268","16749249","LRMP","4033","lymphoid restricted membrane protein",0.586025292192894,5.1619850327113,2.62896528887374,0.02180452455406,0.0654533629405633,-4.01010984028116
"1269","16749316","RASSF8","11228","Ras association domain family member 8",-0.835644971125227,7.41539091513162,-6.38707898632443,3.25404749799638e-05,0.000733275086877267,2.54511876410528
"1270","16749423","ARNTL2","56938","aryl hydrocarbon receptor nuclear translocator like 2",0.199417163253577,2.99552809837448,0.711429546482558,0.490234222439504,0.640282092824918,-6.67130074026592
"1271","16749459","PPFIBP1","8496","PPFIA binding protein 1",-0.579882885776427,7.90470237247937,-3.9744840136962,0.0017969506499333,0.0104468503185627,-1.53706448662856
"1272","16749504","REP15","387849","RAB15 effector protein",-1.190771056875,4.28061699176228,-2.44767025569304,0.0304766444313274,0.0842124309024328,-4.33103832075665
"1273","16749632","LINC00941","100287314","long intergenic non-protein coding RNA 941",-0.392848818589127,3.14748439260695,-0.996062283358582,0.338618303699106,0.498346776636126,-6.42597670361299
"1274","16749875","ALG10","84920","ALG10 alpha-1,2-glucosyltransferase",0.0826770574455535,5.97038015813574,0.308135414097879,0.763191086047919,0.856377446486239,-6.88639153603235
"1275","16749895","ALG10B","144245","ALG10 alpha-1,2-glucosyltransferase B",-0.147376646722799,6.08217188939702,-0.462165309169115,0.652118351515713,0.773699739086439,-6.82358748506018
"1276","16749935","LINC02471","105369734","long intergenic non-protein coding RNA 2471",-0.575308439604401,5.18137689009239,-1.59028632777088,0.137405174558148,0.259657107579729,-5.70644387728508
"1277","16750154","CNTN1","1272","contactin 1",-0.825685581648698,6.27774212076438,-3.65158020434312,0.00324590084546176,0.0157151268784908,-2.13175080549539
"1278","16750190","PDZRN4","29951","PDZ domain containing ring finger 4",-0.546043672152272,3.01004763248167,-1.44745218712723,0.1730430201151,0.305260877307603,-5.90157895532786
"1279","16750300","TMEM117","84216","transmembrane protein 117",-0.863957989564658,6.25385006934713,-4.76925591236477,0.000439800850589269,0.00399377761513104,-0.110124554616819
"1280","16750398","LOC100288798","100288798","uncharacterized LOC100288798",0.46744126466878,3.78123677884419,1.72161570833773,0.110442988326143,0.22162697870876,-5.51659483048451
"1281","16750416","PCED1B","91523","PC-esterase domain containing 1B",1.27407761379581,4.34594329703251,5.43031793306893,0.000145216743165517,0.00184336026217519,1.0192717799614
"1282","16750429","MIR4698","100616486","microRNA 4698",0.0131181117421413,3.47480733588134,0.0287086310977901,0.977562525748949,0.986558499912283,-6.93665118023249
"1283","16750447","LOC105369748","105369748","uncharacterized LOC105369748",-0.272320471536843,4.14143185182345,-0.844344739566278,0.414771351188922,0.57271513216602,-6.56577905129794
"1284","16750488","TMEM106C","79022","transmembrane protein 106C",-0.287147051610592,4.80302297058825,-1.30291081470484,0.216725929794829,0.360753002289394,-6.08570731255357
"1285","16750572","CCDC184","387856","coiled-coil domain containing 184",-1.09085505810877,5.59485643377513,-4.8095228075946,0.00041039321068066,0.00384123375004089,-0.0396882459820382
"1286","16750576","LOC102725258","102725258","uncharacterized LOC102725258",0.269283415803357,2.7913824970072,0.772684676151383,0.454458586729039,0.608534289922075,-6.62469754660804
"1287","16750590","C12orf54","121273","chromosome 12 open reading frame 54",-1.28127361553014,3.82595287380499,-5.05596291601983,0.000269976343642349,0.00288383821617964,0.386879526076025
"1288","16750595","ANP32D","23519","acidic nuclear phosphoprotein 32 family member D",-0.156090511410328,2.67553177356472,-0.353720130469158,0.729602596135502,0.830729379230248,-6.87036356941656
"1289","16750628","ADCY6-DT","100506125","ADCY6 divergent transcript",-0.812256992763574,2.82343931913946,-2.91795085587702,0.0127269456805242,0.0428793151960315,-3.48695186057999
"1290","16750743","PRPH","5630","peripherin",-0.229042247184689,3.69741224861872,-0.758310199033737,0.462702365790596,0.61652885135151,-6.6359483547747
"1291","16750963","AQP2","359","aquaporin 2",0.255238776698172,2.93216238045858,0.790428513361031,0.444412040880574,0.599945438653948,-6.61054607597753
"1292","16750974","AQP5","362","aquaporin 5",0.248585418622772,4.21511290730432,0.869604317831627,0.401347504292779,0.559861475142354,-6.54390323242215
"1293","16751165","ATF1","466","activating transcription factor 1",-0.352651231386642,7.90837004510869,-2.18794577731289,0.0488942810590869,0.12081275605287,-4.7767054281296
"1294","16751190","METTL7A","25840","methyltransferase like 7A",-0.0865261662235266,7.42376792638855,-0.540874509112319,0.598357598403645,0.730637349767072,-6.78213383017117
"1295","16751319","SCN8A","6334","sodium voltage-gated channel alpha subunit 8",-0.73623659343103,5.69179889948608,-4.74383942088544,0.000459489527141848,0.00410793626167576,-0.154687482912468
"1296","16751438","NR4A1","3164","nuclear receptor subfamily 4 group A member 1",1.6860356912641,4.16468260971182,6.80629664493487,1.7577886324862e-05,0.000490095305159287,3.17227069461604
"1297","16751475","OR7E47P","26628","olfactory receptor family 7 subfamily E member 47 pseudogene",-0.253212940816374,4.6735536820528,-0.701236860465765,0.496349459449502,0.645833388012205,-6.67871301413424
"1298","16751483","LINC00592","283404","long intergenic non-protein coding RNA 592",-0.218761250729771,3.67476142247817,-0.916588300971368,0.377169295691522,0.537492250995182,-6.50170807849156
"1299","16751518","KRT86","3892","keratin 86",0.713988253328179,3.14508145421149,3.12067199568172,0.008712465900855,0.0324253538617794,-3.11445010716513
"1300","16751709","ESPL1","9700","extra spindle pole bodies like 1, separase",0.138088841414267,2.2853134649314,0.58221881564131,0.571051257436605,0.706565865726375,-6.75787653556711
"1301","16751881","LOC100652999","100652999","uncharacterized LOC100652999",-0.518992061914638,8.21569233032091,-3.63798710954263,0.00332834751451833,0.0159741259267182,-2.15689064895687
"1302","16751910","HOXC11","3227","homeobox C11",0.303488966998883,2.90714152731786,0.931759432883188,0.369582351378256,0.529815222672968,-6.48767040841785
"1303","16751981","LOC102724030","102724030","uncharacterized LOC102724030",-0.718352917044606,2.87510684139271,-1.7045524575269,0.113658829166933,0.226322997086697,-5.54178895114561
"1304","16752053","LOC102724050","102724050","uncharacterized LOC102724050",0.233444330126837,3.30410896558396,0.728261187791308,0.480236454949434,0.632030886815434,-6.65884553862654
"1305","16752061","NCKAP1L","3071","NCK associated protein 1 like",1.12894718462117,6.64545429841739,4.51521869577113,0.000683918636389601,0.00535294362530703,-0.559005532428982
"1306","16752132","MUCL1","118430","mucin like 1",1.13959912163423,2.94061072802473,4.82777524297444,0.00039774730564975,0.00375705388195418,-0.00782722433953609
"1307","16752154","OR10A7","121364","olfactory receptor family 10 subfamily A member 7",0.256553578317116,2.14127556627015,0.68307266385116,0.5073602504485,0.655880245177039,-6.69167757214272
"1308","16752166","OR6C75","390323","olfactory receptor family 6 subfamily C member 75",0.496113821997192,1.76403211975047,1.7708667204082,0.101610514688751,0.208996104269064,-5.44303463212549
"1309","16752178","OR6C4","341418","olfactory receptor family 6 subfamily C member 4",-0.163268779183322,1.68969055012711,-0.651618618880896,0.526765026139853,0.671987955021371,-6.71338114213802
"1310","16752183","OR10P1","121130","olfactory receptor family 10 subfamily P member 1",0.322108989651215,3.57761697741097,0.808530608576828,0.434311036982479,0.59000799237429,-6.59581079962132
"1311","16752214","LOC105369779","105369779","uncharacterized LOC105369779",0.0521998430722621,3.85184946325151,0.146764850829166,0.885721548480662,0.93487404760544,-6.92555585796201
"1312","16752233","TMEM198B","440104","transmembrane protein 198B (pseudogene)",-0.105305098583786,6.68200840212863,-0.765145687288063,0.458770527091124,0.612562919695535,-6.63062216497712
"1313","16752343","SUOX","6821","sulfite oxidase",-0.380007130539556,6.14214210831681,-2.34653479632624,0.0366784109999543,0.0968086419493379,-4.50680698093208
"1314","16752368","IKZF4","64375","IKAROS family zinc finger 4",-0.86375196752023,4.52739585035825,-4.76484760971711,0.0004431514714937,0.00401481862657389,-0.117847952424152
"1315","16752397","ERBB3","2065","erb-b2 receptor tyrosine kinase 3",-0.238980991435159,4.04728044358293,-1.34148201463607,0.204267761797074,0.345167404372046,-6.03796134209838
"1316","16752453","PA2G4","5036","proliferation-associated 2G4",0.089172045821245,4.30942461554846,0.281394428185656,0.783136622711024,0.871328876807328,-6.89478226800847
"1317","16752495","ESYT1","23344","extended synaptotagmin 1",-0.549858359738885,7.49345057555868,-4.30954175753372,0.000983660530697659,0.00700485529436212,-0.927742864943629
"1318","16752995","KIF5A","3798","kinesin family member 5A",-0.733948056836764,5.74847834725945,-3.92339149627211,0.0019719415134586,0.0111587068375231,-1.63076218055449
"1319","16753047","DTX3","196403","deltex E3 ubiquitin ligase 3",-0.312710071171146,5.36925099344598,-1.47499537859629,0.165616723662083,0.295969049890415,-5.86492901665346
"1320","16753091","SLC26A10","65012","solute carrier family 26 member 10",-0.0213369139844968,5.47795733879095,-0.0885009889964937,0.930918605007988,0.960000069637307,-6.93289544337768
"1321","16753270","SLC16A7","9194","solute carrier family 16 member 7",-0.516688372214439,3.86029031555999,-3.5010452393202,0.004288299783003,0.0189494445878175,-2.41042412413892
"1322","16753299","USP15","9958","ubiquitin specific peptidase 15",0.582311572494746,6.57761862926192,4.21262176850232,0.0011694609889354,0.00778851549311228,-1.1029846632455
"1323","16753543","MIR548C","693129","microRNA 548c",-1.63753328543863,3.59926305560453,-1.63053514578711,0.128587242556626,0.24674950598501,-5.64927240515381
"1324","16753627","LOC105369808","105369808","uncharacterized LOC105369808",0.89005967945268,2.86767847770145,3.10215452942753,0.00901932829379465,0.0332663565993099,-3.14860038620779
"1325","16753630","LINC02454","105369807","long intergenic non-protein coding RNA 2454",-0.283748973761345,3.14865426102929,-0.977308394848122,0.347449745416436,0.507610042734002,-6.44433308462608
"1326","16753746","LINC02408","100507175","long intergenic non-protein coding RNA 2408",0.0348426731490619,1.7500803050861,0.0887636294462293,0.930714176152792,0.960000069637307,-6.93287050071208
"1327","16753914","LYZ","4069","lysozyme",1.20902021453303,9.16268741102415,4.62125659786434,0.000568230863490943,0.00471076141978943,-0.37071342950382
"1328","16753943","FRS2","10818","fibroblast growth factor receptor substrate 2",-0.505914585728599,7.90167999919494,-2.92077384211029,0.0126599902318493,0.0427851750002919,-3.48178902417709
"1329","16754056","LINC02821","105369826","long intergenic non-protein coding RNA 2821",0.162183979401545,2.77975735428554,0.381299201437973,0.709556536029932,0.813677589243107,-6.85961688202334
"1330","16754134","LGR5","8549","leucine rich repeat containing G protein-coupled receptor 5",-1.11800199267697,8.46771300460483,-8.16213349484521,2.79349196608744e-06,0.000144733678242956,5.03579467621968
"1331","16754166","THAP2","83591","THAP domain containing 2",-0.625614290919703,5.66933508306099,-3.55380098956982,0.00388886246584439,0.0177207167764931,-2.3127055217342
"1332","16754241","TPH2","121278","tryptophan hydroxylase 2",0.478155350037341,1.77522497885811,1.73671027585381,0.107665885522145,0.217513517573138,-5.49418138330298
"1333","16754269","TRHDE","29953","thyrotropin releasing hormone degrading enzyme",-0.277618523729052,2.79857032208263,-0.942565429797373,0.364243963285554,0.524384916019279,-6.47755017931548
"1334","16754324","ATXN7L3B","552889","ataxin 7 like 3B",-0.849207160540697,8.6360580476071,-6.03551656634918,5.55505776865641e-05,0.00102101341111059,1.99977180013844
"1335","16754348","GLIPR1L1","256710","GLIPR1 like 1",0.112371188056379,5.08167808705864,0.425546018150716,0.677869185462783,0.791938450465045,-6.84073381276662
"1336","16754358","GLIPR1L2","144321","GLIPR1 like 2",-0.492023692100014,5.11540139593538,-1.59809776783884,0.135653762790974,0.257085760128056,-5.69542038222653
"1337","16754373","GLIPR1","11010","GLI pathogenesis related 1",0.435117758383297,7.63764932317228,2.03573021439799,0.0641561057917936,0.14806986184146,-5.0280056091071
"1338","16754402","LNCOG","105369848","lncRNA osteogenesis associated",-0.464490619467682,1.99083622745399,-1.28782410856556,0.221763623212058,0.367003179259392,-6.10409782420535
"1339","16754412","LOC105369850","105369850","uncharacterized LOC105369850",0.475723073770167,2.54483055174599,1.50925907403423,0.156757111482112,0.285170526279318,-5.81867099182439
"1340","16754471","NAV3","89795","neuron navigator 3",-0.928038115418751,7.05504998605732,-6.5978499069998,2.38056776017271e-05,0.000582140673647871,2.86355589818612
"1341","16754536","SYT1","6857","synaptotagmin 1",-0.479059489130232,6.31567616881425,-2.85542184537491,0.0143035813114887,0.0472003836657953,-3.60108878533002
"1342","16754571","LOC105369864","105369864","uncharacterized LOC105369864",0.00576319123268876,3.09938122609648,0.0204072018867817,0.984049405359168,0.98996297580941,-6.93686975204052
"1343","16754758","PPFIA2-AS1","102724663","PPFIA2 antisense RNA 1",-1.59533111790726,4.13830145905873,-6.07200692476108,5.25093475345667e-05,0.000985615981986592,2.05720540644388
"1344","16754808","TMTC2","160335","transmembrane O-mannosyltransferase targeting cadherins 2",-0.835797057332582,5.57208543837208,-2.8947923988743,0.0132896706711404,0.0445244567291772,-3.52927398353986
"1345","16754880","ALX1","8092","ALX homeobox 1",-0.161968990678207,4.2491140230051,-0.351024482269659,0.731573468699964,0.83225335823751,-6.87137162920234
"1346","16755014","LINC02823","105369897","long intergenic non-protein coding RNA 2823",0.0312738457449853,3.72689290381826,0.110971762254779,0.913448413161526,0.950395235792147,-6.9304945053607
"1347","16755094","LINC02412","102724933","long intergenic non-protein coding RNA 2412",-0.171446570873073,3.19667352238554,-0.554873978793163,0.589036787271441,0.722434680381376,-6.77411004663795
"1348","16755103","NUDT4","11163","nudix hydrolase 4",-0.963915214898205,5.3750327681059,-6.22653684458029,4.14546664386275e-05,0.0008324393437443,2.29829472751313
"1349","16755131","SOCS2","8835","suppressor of cytokine signaling 2",-0.280501814810266,4.14640419435002,-1.22467277243387,0.243882137386015,0.393609140053957,-6.17929724041529
"1350","16755173","PLXNC1","10154","plexin C1",1.59138148681093,5.67716790049928,9.4775410910152,5.7112210149135e-07,5.67293426265463e-05,6.62559554844276
"1351","16755265","MIR331","442903","microRNA 331",0.948473505644571,3.15766173208976,2.21622150708989,0.0464653983988508,0.115987223620804,-4.72914606394839
"1352","16755269","METAP2","10988","methionyl aminopeptidase 2",-0.312304554292565,7.85773437561712,-2.29982979005633,0.0399352799370079,0.103372990552916,-4.58706415439478
"1353","16755487","MIR1251","100302289","microRNA 1251",-0.000822111801864533,2.05201314584627,-0.00299695887893753,0.997657356959926,0.998567905201751,-6.9370881921328
"1354","16755692","GAS2L3","283431","growth arrest specific 2 like 3",0.117588172609868,4.91278250588645,0.55863704099593,0.586544278469478,0.720048759762904,-6.77192002029914
"1355","16755908","DRAM1","55332","DNA damage regulated autophagy modulator 1",0.497406690839134,5.83215665628701,2.15901990312651,0.0515027489519627,0.125514106705153,-4.82508677357255
"1356","16756212","CHST11","50515","carbohydrate sulfotransferase 11",0.664609618692397,4.54250427333305,2.42428131979659,0.0318141453271565,0.0870424433483117,-4.37191501615148
"1357","16756224","MIR3922","100500843","microRNA 3922",-0.749784093714,2.85181888119144,-2.74434430256437,0.0175955380463447,0.0553964786339465,-3.80266333043391
"1358","16756228","C12orf45","121053","chromosome 12 open reading frame 45",-0.102472733358716,7.45796985513133,-0.586142074686342,0.568495139289886,0.704469012528294,-6.75548685820124
"1359","16756447","BTBD11","121551","BTB domain containing 11",-0.810996099907776,4.58870790577792,-3.14099261332212,0.00838776462737064,0.031682830796842,-3.07695203948025
"1360","16756496","LOC101929162","101929162","uncharacterized LOC101929162",-0.465753029602856,4.01733692291448,-1.56774465300845,0.142569714173734,0.266520170778215,-5.73805629802021
"1361","16756645","ACACB","32","acetyl-CoA carboxylase beta",-0.280824950595035,4.65808052814515,-0.828919819163727,0.423114308127563,0.579536250516105,-6.57885591753887
"1362","16756719","MYO1H","283446","myosin IH",-0.347078685849862,2.42497567669737,-1.23354734525826,0.240671913771138,0.389862430481065,-6.16890570529458
"1363","16756804","MVK","4598","mevalonate kinase",-0.44313038929385,4.45200256318194,-1.25580984419817,0.232766447404183,0.380806370939713,-6.14258267449285
"1364","16756829","MIR4497","100616454","microRNA 4497",0.775492731389661,3.28043056661305,1.64863486771712,0.124785842956732,0.242066876962057,-5.62326538140561
"1365","16757098","SH2B3","10019","SH2B adaptor protein 3",-0.234656081256998,5.22430641112767,-1.41018494382309,0.183535557892549,0.319150098026684,-5.95039096869956
"1366","16757493","SDSL","113675","serine dehydratase like",0.38268965265158,3.26544391379238,1.89380578836522,0.0822688146191365,0.179307320368969,-5.25425812095944
"1367","16757518","LOC105369995","105369995","uncharacterized LOC105369995",0.45720006883562,2.91596522093994,1.50516404785475,0.157794253591566,0.286441765031621,-5.82423780957469
"1368","16757535","LOC105370000","105370000","uncharacterized LOC105370000",-0.832582854191187,3.69566364012844,-2.27124069181605,0.0420631879605976,0.107611110723457,-4.63588429800221
"1369","16757601","LINC00173","100287569","long intergenic non-protein coding RNA 173",1.32446295606631,5.33863377988297,4.10389968959607,0.00142176258966404,0.00890971222856132,-1.30058691972864
"1370","16757616","MAP1LC3B2","643246","microtubule associated protein 1 light chain 3 beta 2",0.707875480387192,4.28814313562083,1.33229387784767,0.207181034172845,0.348212312862661,-6.04942910786246
"1371","16757636","RNFT2","84900","ring finger protein, transmembrane 2",-0.0484135223612912,3.34680030142,-0.203361773014332,0.84221388220659,0.909231721889969,-6.91496018211929
"1372","16757800","TMEM233","387890","transmembrane protein 233",-0.194426125504132,4.01936287004395,-0.6929521818057,0.501353593635679,0.65028273428226,-6.68466510995471
"1373","16757831","BICDL1","92558","BICD family like cargo adaptor 1",0.917149087298652,3.11319510838491,3.75727782701098,0.00267203751111068,0.0137282743086608,-1.93650315909039
"1374","16757873","SIRT4","23409","sirtuin 4",-1.17155536434287,4.30366294714692,-3.59398787802304,0.0036101843403978,0.0169027621338872,-2.23830349027654
"1375","16757886","COX6A1","1337","cytochrome c oxidase subunit 6A1",-0.239410111423731,3.50797608334336,-0.585874451346916,0.56866930763361,0.704469012528294,-6.75565035082333
"1376","16758011","HNF1A","6927","HNF1 homeobox A",-0.235492274642278,3.20904004398764,-0.697914273005627,0.498352765166348,0.647594789399024,-6.68110795081295
"1377","16758125","KDM2B-DT","101928346","KDM2B divergent transcript",-0.270097671956025,5.36245157660502,-1.39487551161224,0.187997320253702,0.32467778668487,-5.97017917862402
"1378","16758135","TMEM120B","144404","transmembrane protein 120B",0.18116716559291,4.88770238833426,0.431208151876952,0.673858631085309,0.789668707487326,-6.83817218458393
"1379","16758204","WDR66","144406","WD repeat domain 66",0.420300876125625,3.00374518062144,1.57186285670352,0.141613834457158,0.265248798954768,-5.73230307883416
"1380","16758569","C12orf65","91574","chromosome 12 open reading frame 65",-0.084149797788668,4.37695111589336,-0.469801199327646,0.646805741527843,0.768782835847762,-6.81983993649463
"1381","16758650","GTF2H3","2967","general transcription factor IIH subunit 3",-0.595481934084992,6.0943944363342,-3.43274173090186,0.00486820417342102,0.0208275575169768,-2.53698662586194
"1382","16758671","TCTN2","79867","tectonic family member 2",-0.708857582665987,7.12157748287157,-2.90525796083368,0.0130323711200338,0.0437292207903224,-3.51015515918845
"1383","16758863","LOC105370047","105370047","uncharacterized LOC105370047",0.26377194602065,3.94550131365743,0.920636594537227,0.375134259274682,0.535441090244557,-6.49798180543229
"1384","16758958","LINC02826","105370057","long intergenic non-protein coding RNA 2826",0.524819464309966,2.8442438591666,2.20540201413586,0.0473809935776485,0.117781238285201,-4.74737474345027
"1385","16758992","LOC101927531","101927531","uncharacterized LOC101927531",-0.314215426361105,5.43815765473936,-1.03526197023978,0.32068623367332,0.479789772071497,-6.38665724489356
"1386","16758998","LINC02350","105370059","long intergenic non-protein coding RNA 2350",-0.673145630233126,4.12761507965884,-2.18356610582667,0.0492810586181212,0.121403731077214,-4.78404871873493
"1387","16759002","LINC02347","100128554","long intergenic non-protein coding RNA 2347",-0.2264927529674,4.33749609537272,-1.3349898998499,0.206322707597985,0.347390843396812,-6.0460702450973
"1388","16759099","MIR3612","100500817","microRNA 3612",-0.334579068936402,2.03262203298411,-0.839837044955623,0.41719805491974,0.574903288245422,-6.56962274783252
"1389","16759106","GLT1D1","144423","glycosyltransferase 1 domain containing 1",0.927322254387755,3.08091117300415,3.90169185756927,0.00205148299990016,0.0114493283624623,-1.67060937045592
"1390","16759150","LINC02419","105370078","long intergenic non-protein coding RNA 2419",0.240393891007439,2.36911360951182,1.32723817073305,0.208798475596009,0.350662064681404,-6.05571419974234
"1391","16759218","ADGRD1","283383","adhesion G protein-coupled receptor D1",-0.458770620605607,5.64530632084866,-2.23615607693359,0.0448221568569408,0.11274433826963,-4.69546328837474
"1392","16759469","SNORA49","677829","small nucleolar RNA, H/ACA box 49",0.647685946427973,6.21998079027956,2.42651780412023,0.0316838424607842,0.0868265741039085,-4.36801204243208
"1393","16759525","LOC100130238","100130238","uncharacterized LOC100130238",0.295798669248951,2.50919430304465,0.827404459735109,0.423939868075974,0.579998751003443,-6.58012900986729
"1394","16759574","P2RX2","22953","purinergic receptor P2X 2",0.532144715631555,2.59783735603044,1.88681560443406,0.0832717960649295,0.180715177476001,-5.26517964900911
"1395","16759592","PXMP2","5827","peroxisomal membrane protein 2",-0.393519505989765,6.88344510273695,-1.87150464138947,0.0855077286014171,0.184351524966358,-5.28902491246547
"1396","16759726","LOC105369593","105369593","uncharacterized LOC105369593",2.34486923353633,2.15857904361919,4.61679982868982,0.000572657257045549,0.00472783532165585,-0.378601230449548
"1397","16759743","LOC105369592","105369592","uncharacterized LOC105369592",-1.26652794604536,3.53902384763207,-3.597552731176,0.00358646884527083,0.0168323573479901,-2.23170536494958
"1398","16759751","SLC6A12","6539","solute carrier family 6 member 12",0.615061805222916,3.4805980104282,2.24932157645052,0.0437672888238755,0.11086542003834,-4.67315019803322
"1399","16759855","NINJ2","4815","ninjurin 2",-0.835355519287891,6.34801120128039,-4.78494483121712,0.000428089345437911,0.00393961943074329,-0.0826569229530643
"1400","16760185","AKAP3","10566","A-kinase anchoring protein 3",0.0148453707869924,2.55263258694804,0.0487414105684197,0.961916392626097,0.978118910611686,-6.93581951731122
"1401","16760257","VWF","7450","von Willebrand factor",0.823755871223056,7.22241171407614,5.18155922815224,0.00021878973962841,0.0024784362512291,0.60119027691433
"1402","16760319","LOC105369623","105369623","uncharacterized LOC105369623",0.000534131172912122,2.89013286972444,0.00113518631968628,0.999112653817271,0.99956838408357,-6.93709231637463
"1403","16760419","IFFO1","25900","intermediate filament family orphan 1",0.653223912334615,4.79236042239518,2.8371145744899,0.014800814525668,0.0484524177009431,-3.63442115530773
"1404","16760437","NOP2","4839","NOP2 nucleolar protein",0.235686169981992,4.24759794679416,0.807691047109199,0.434776187396551,0.590104643784923,-6.59650083794631
"1405","16760514","SCARNA11","677780","small Cajal body-specific RNA 11",-0.95473293806772,3.52140247058006,-1.56824736401239,0.142452731359437,0.266516625631248,-5.73735453342995
